sampType;landCtry;vslFlgCtry;year;proj;trpCode;staNum;quarter;month;spp;sex;catchCat;landCat;commCatScl;commCat;stock;area;rect;subRect;lenCls;age;fishId;lenCode;ageMeth;plusGrp;otoWt;otoSide;indWt;matMeth;matScale;matStage
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1188;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1189;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1190;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1191;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1192;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1193;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1194;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1195;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1196;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1197;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1198;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1199;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1200;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1201;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1202;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1203;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1204;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1205;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1206;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1207;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1208;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1209;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1210;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1211;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1212;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1213;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1214;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1215;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1216;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1217;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1218;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1219;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1220;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1221;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1222;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1223;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1224;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1225;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1226;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1227;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1228;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1229;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1230;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1231;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1232;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1233;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1234;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1235;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1236;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1237;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;1238;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1239;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1240;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1241;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1242;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1243;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1244;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1245;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1246;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1247;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1248;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1249;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1250;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1251;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1252;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1253;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1254;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1255;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1256;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1257;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1258;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1259;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1260;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1261;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1262;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1263;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1264;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1265;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1266;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1267;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1268;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1269;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1270;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1271;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1272;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1273;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1274;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1275;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1276;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1277;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1278;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1279;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1280;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1281;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1282;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1283;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1284;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1285;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1286;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1287;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1288;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1289;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1290;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1291;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1292;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1293;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1294;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1295;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1296;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1297;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1298;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1299;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1300;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1301;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1302;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;1303;scm;OWR;NA;NA;NA;-1;Macr;2b;Medits scale
